spam_label,text_clean,thread_id,posted_comment,spam_label_source
NOT_SPAM,"Alright if you are sure, let me know when you are leaving",2816,"Alright if you're sure, let me know when you're leaving",NOT_SPAM
NOT_SPAM,Some are lasting as much as 2 hours. You might get lucky.,2817,Some are lasting as much as 2 hours. You might get lucky.,NOT_SPAM
NOT_SPAM,Genius what is up. How your brother. Pls send his number to my skype.,2818,Genius what's up. How your brother. Pls send his number to my skype.,NOT_SPAM
SPAM,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles CRAZYIN, SLEEPINGWITH, FINEST, YMCA getzed.co.uk POBox365O4W45WQ 300p",2819,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",SPAM
NOT_SPAM,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,2820,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,NOT_SPAM
NOT_SPAM,Don't forget who owns you and who is private property you are ... And be my good boy always .. passionate kiss,2821,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,NOT_SPAM
SPAM,INTERFLORA It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,2822,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,SPAM
NOT_SPAM,Oh god..taken the teeth?is it paining,2823,Oh god..taken the teeth?is it paining,NOT_SPAM
SPAM,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,2824,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,SPAM
NOT_SPAM,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,2825,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,NOT_SPAM
NOT_SPAM,No need to buy lunch for me.. I eat maggi mee..,2826,No need to buy lunch for me.. I eat maggi mee..,NOT_SPAM
SPAM,"Congratulations Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT national rate",2827,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",SPAM
NOT_SPAM,Ok lor...,2828,Ok lor...,NOT_SPAM
NOT_SPAM,"Oh right, ok. I will make sure that i do loads of work during the day! got a really nasty cough today and is dry n shot so that should really help it!",2829,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",NOT_SPAM
NOT_SPAM,Wife.how she knew the time of murder exactly,2830,Wife.how she knew the time of murder exactly,NOT_SPAM
SPAM,Send a logo 2 ur lover 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,2831,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,SPAM
NOT_SPAM,Howz that persons story,2832,Howz that persons story,NOT_SPAM
NOT_SPAM,Thanx 4 sending me home...,2833,Thanx 4 sending me home...,NOT_SPAM
NOT_SPAM,Its normally hot mail. Com you see!,2834,Its normally hot mail. Com you see!,NOT_SPAM
SPAM,"You've won tkts to the EURO2004 CUP FINAL or 800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",2835,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",SPAM
NOT_SPAM,U sick still can go shopping?,2836,U sick still can go shopping?,NOT_SPAM
NOT_SPAM,"Ya they are well and fine., BBD pooja full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",2837,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",NOT_SPAM
NOT_SPAM,Nice.nice.how is it working?,2838,Nice.nice.how is it working?,NOT_SPAM
NOT_SPAM,1's reach home call me.,2839,1's reach home call me.,NOT_SPAM
NOT_SPAM,Were trying to find a Chinese food place around here,2840,Were trying to find a Chinese food place around here,NOT_SPAM
NOT_SPAM,"Easy mate, guess the quick drink was bit ambitious.",2841,"Easy mate, * guess the quick drink was bit ambitious.",NOT_SPAM
NOT_SPAM,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! ... Geeee ... I am so sad without you babe ... I love you ...,2842,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,NOT_SPAM
NOT_SPAM,Ok thanx...,2843,Ok thanx...,NOT_SPAM
NOT_SPAM,aathi..where are you dear..,2844,aathi..where are you dear..,NOT_SPAM
NOT_SPAM,"Tunji, how is the queen? how are you doing. This is just wishing you a great day. Abiola.",2845,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",NOT_SPAM
NOT_SPAM,Today iZ Yellow rose day. If u love my frndship give me 1 misscall send this to ur frndZ See how many miss calls u get. If u get 6missed U marry ur Lover.,2846,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,NOT_SPAM
NOT_SPAM,Will be out of class in a few hours. Sorry,2847,Will be out of class in a few hours. Sorry,NOT_SPAM
NOT_SPAM,Wat time u finish ur lect today?,2848,Wat time u finish ur lect today?,NOT_SPAM
SPAM,"Free message Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP week! 16 only! T C's apply",2849,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",SPAM
NOT_SPAM,"Sad story of a Man Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",2850,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",NOT_SPAM
SPAM,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",2851,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",SPAM
NOT_SPAM,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,2852,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,NOT_SPAM
NOT_SPAM,Are you going to wipro interview today?,2853,Are you going to wipro interview today?,NOT_SPAM
NOT_SPAM,how tall are you princess?,2854,how tall are you princess?,NOT_SPAM
NOT_SPAM,I doubt you could handle 5 times per night in any case...,2855,I doubt you could handle 5 times per night in any case...,NOT_SPAM
NOT_SPAM,Haha... Hope u can hear the receipt sound... Gd luck!,2856,Haha... Hope ü can hear the receipt sound... Gd luck!,NOT_SPAM
NOT_SPAM,Your gonna be the death if me. I am gonna leave a note that says its all robs fault. Avenge me.,2857,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,NOT_SPAM
NOT_SPAM,"Japanese Proverb If one Can do it, U too Can do it, If none Can do it,U must do it Indian version If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",2858,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",NOT_SPAM
NOT_SPAM,Today i am not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,2859,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,NOT_SPAM
NOT_SPAM,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,2860,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,NOT_SPAM
NOT_SPAM,"Do you know why god created gap between your fingers..? So that, One who is made for you comes fills those gaps by holding your hand with LOVE..!",2861,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",NOT_SPAM
NOT_SPAM,I want to be there so i can kiss you and feel you next to me,2862,I want to be there so i can kiss you and feel you next to me,NOT_SPAM
NOT_SPAM,I am not at all happy with what you saying or doing,2863,I am not at all happy with what you saying or doing,NOT_SPAM
SPAM,Adult 18 Content Your video will be with you shortly,2864,Adult 18 Content Your video will be with you shortly,SPAM
NOT_SPAM,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",2865,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",NOT_SPAM
NOT_SPAM,What I am saying is if you have not explicitly told nora I know someone I am probably just not gonna bother,2866,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,NOT_SPAM
NOT_SPAM,He says hi and to get your ass back to south tampa preferably at a kegger,2867,He says hi and to get your ass back to south tampa (preferably at a kegger),NOT_SPAM
NOT_SPAM,Smith waste da.i wanna gayle.,2868,Smith waste da.i wanna gayle.,NOT_SPAM
NOT_SPAM,"Mum, i have sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",2869,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",NOT_SPAM
NOT_SPAM,"Aight, tomorrow around it is",2870,"Aight, tomorrow around  &lt;#&gt;  it is",NOT_SPAM
NOT_SPAM,"House Maid is the murderer, coz the man was murdered on th January.. As public holiday all govt.instituitions are closed,including post office..understand?",2871,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",NOT_SPAM
SPAM,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call.",2872,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",SPAM
NOT_SPAM,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,2873,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,NOT_SPAM
NOT_SPAM,See you there!,2874,See you there! ,NOT_SPAM
NOT_SPAM,I dont understand your message.,2875,I dont understand your message.,NOT_SPAM
NOT_SPAM,Crucify is c not s. You should have told me earlier.,2876,Crucify is c not s. You should have told me earlier.,NOT_SPAM
NOT_SPAM,"Idk. You keep saying that you are not, but since he moved, we keep butting heads over freedom vs. responsibility. And i am tired. I have so much other shit to deal with that i am barely keeping myself together once this gets added to it.",2877,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",NOT_SPAM
NOT_SPAM,Fuck cedar key and fuck her come over anyway tho,2878,Fuck cedar key and fuck her (come over anyway tho),NOT_SPAM
NOT_SPAM,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,2879,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,NOT_SPAM
SPAM,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",2880,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",SPAM
NOT_SPAM,U still painting ur wall?,2881,U still painting ur wall?,NOT_SPAM
SPAM,"Last Chance! Claim ur 150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. 3.00 Sub. 16",2882,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",SPAM
NOT_SPAM,Printer is cool. I mean groovy. Wine is groovying,2883,Printer is cool. I mean groovy. Wine is groovying,NOT_SPAM
NOT_SPAM,Hi Harish's rent has been transfred to ur Acnt.,2884,Hi Harish's rent has been transfred to ur Acnt.,NOT_SPAM
NOT_SPAM,Anything lor is she coming?,2885,Anything lor is she coming?,NOT_SPAM
NOT_SPAM,Cbe is really good nowadays lot of shop and showrooms city is shaping good.,2886,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,NOT_SPAM
NOT_SPAM,U still attending da talks?,2887,Ü still attending da talks?,NOT_SPAM
NOT_SPAM,No probs hon! How u doinat the mo?,2888,No probs hon! How u doinat the mo?,NOT_SPAM
NOT_SPAM,K I will take care of it,2889,K I'll take care of it,NOT_SPAM
NOT_SPAM,I take it we did not have the phone callon Friday. Can we assume we will not have it this year now?,2890,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,NOT_SPAM
NOT_SPAM,My battery is low babe,2891,My battery is low babe,NOT_SPAM
NOT_SPAM,Shuhui has bought ron's present it is a swatch watch...,2892,Shuhui has bought ron's present it's a swatch watch...,NOT_SPAM
NOT_SPAM,"Yeah there is quite a bit left, I will swing by tomorrow when I get up",2893,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",NOT_SPAM
NOT_SPAM,Babe? You said 2 hours and it is been almost 4 ... Is your internet down ?,2894,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,NOT_SPAM
NOT_SPAM,K I will be sure to get up before noon and see what is what,2895,K I'll be sure to get up before noon and see what's what,NOT_SPAM
NOT_SPAM,K...k...yesterday i was in cbe .,2896,K...k...yesterday i was in cbe .,NOT_SPAM
NOT_SPAM,Went to ganesh dress shop,2897,Went to ganesh dress shop,NOT_SPAM
SPAM,"pdate Now Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson Nokia Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout !YHL",2898,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",SPAM
NOT_SPAM,U collecting ur laptop then going to configure da settings izzit?,2899,Ü collecting ur laptop then going to configure da settings izzit?,NOT_SPAM
NOT_SPAM,If you r home then come down within 5 min,2900,If you r @ home then come down within 5 min,NOT_SPAM
NOT_SPAM,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",2901,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",NOT_SPAM
NOT_SPAM,Come aftr DECIMAL ..now i m cleaning the house,2902,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,NOT_SPAM
SPAM,Ur cash balance is currently 500 pounds to maximize ur cash in now send CASH to 86688 only 150p msg. CC 08718720201 PO BOX 114 14 TCR W1,2903,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,SPAM
NOT_SPAM,"Bill, as in Are there any letters for me. im expecting one from orange that isnt a bill but may still say orange on it.",2904,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",NOT_SPAM
NOT_SPAM,Tell me pa. How is pain de.,2905,Tell me pa. How is pain de.,NOT_SPAM
NOT_SPAM,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,2906,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,NOT_SPAM
NOT_SPAM,"Ha. You dont know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",2907,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",NOT_SPAM
NOT_SPAM,Helloooo... Wake up..! Sweet morning welcomes You Enjoy This Day with full of joy .. GUD MRNG .,2908,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",NOT_SPAM
NOT_SPAM,ALRITE,2909,ALRITE,NOT_SPAM
NOT_SPAM,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,2910,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,NOT_SPAM
SPAM,URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,2911,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,SPAM
NOT_SPAM,How do you guys go to see movies on your side.,2912,How do you guys go to see movies on your side.,NOT_SPAM
NOT_SPAM,"Sorry,in meeting I will call later",2913,"Sorry,in meeting I'll call later",NOT_SPAM
NOT_SPAM,You did not have to tell me that...now i am thinking. Plus he is going to stop all your runs,2914,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,NOT_SPAM
NOT_SPAM,Kindly send some one to our flat before DECIMAL today.,2915,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,NOT_SPAM
SPAM,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks pls resubmit request after expiry. Reply THEMOB HELP 4 more info,2916,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,SPAM
NOT_SPAM,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,2917,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,NOT_SPAM
NOT_SPAM,What time should I tell my friend to be around?,2918,What time should I tell my friend to be around?,NOT_SPAM
NOT_SPAM,Yes. that will be fine. Love you. Be safe.,2919,Yes. that will be fine. Love you. Be safe.,NOT_SPAM
NOT_SPAM,Thanks chikku.. gud nyt,2920,Thanks chikku..:-) gud nyt:-*,NOT_SPAM
NOT_SPAM,Is xy in ur car when u picking me up?,2921,Is xy in ur car when u picking me up?,NOT_SPAM
NOT_SPAM,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",2922,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",NOT_SPAM
NOT_SPAM,"Yo, any way we could pick something up tonight?",2923,"Yo, any way we could pick something up tonight?",NOT_SPAM
NOT_SPAM,I have not sent it. He can send me.,2924,I've not sent it. He can send me.,NOT_SPAM
NOT_SPAM,Fine am simply sitting.,2925,Fine am simply sitting.,NOT_SPAM
NOT_SPAM,Thts god's gift for birds as humans hav some natural gift frm god..,2926,Thts god's gift for birds as humans hav some natural gift frm god..,NOT_SPAM
NOT_SPAM,Are you coming to day for class.,2927,Are you coming to day for class.,NOT_SPAM
NOT_SPAM,Im done. Just studyn in library,2928,Im done. Just studyn in library,NOT_SPAM
NOT_SPAM,Ok... U enjoy ur shows...,2929,Ok... U enjoy ur shows...,NOT_SPAM
NOT_SPAM,Anything...,2930,Anything...,NOT_SPAM
NOT_SPAM,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,2931,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,NOT_SPAM
NOT_SPAM,Wat's my dear doing? Sleeping ah?,2932,Wat's my dear doing? Sleeping ah?,NOT_SPAM
NOT_SPAM,Hi' Test on rd ....,2933,Hi' Test on  &lt;#&gt; rd ....,NOT_SPAM
NOT_SPAM,Only 2 students solved this CAT question in 'xam... 5 3 2 9 2 4 8 6 3 then 7 2 5 ????? Tell me the answer if u r brilliant...1thing.i got d answr.,2934,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,NOT_SPAM
NOT_SPAM,Yo do you know anyone or otherwise able to buy liquor? Our guy flaked and right now if we do not get a hold of somebody its just 4 loko all night,2935,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,NOT_SPAM
NOT_SPAM,Yup n her fren lor. I am meeting my fren at 730.,2936,Yup n her fren lor. I'm meeting my fren at 730.,NOT_SPAM
NOT_SPAM,"Yeah, we got one lined up for us",2937,"Yeah, we got one lined up for us",NOT_SPAM
NOT_SPAM,And stop wondering wow is she ever going to stop tm'ing me ?! because I will tm you whenever I want because you are MINE ... laughs,2938,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",NOT_SPAM
NOT_SPAM,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,2939,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,NOT_SPAM
NOT_SPAM,Hey i have booked the pilates and yoga lesson already... Haha,2940,Hey i've booked the pilates and yoga lesson already... Haha,NOT_SPAM
NOT_SPAM,Are you ok. What happen to behave like this,2941,Are you ok. What happen to behave like this,NOT_SPAM
SPAM,You have 1 new message. Please call 08712400200.,2942,You have 1 new message. Please call 08712400200.,SPAM
NOT_SPAM,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,2943,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,NOT_SPAM
NOT_SPAM,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",2944,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",NOT_SPAM
NOT_SPAM,No message..no responce..what happend?,2945,No message..no responce..what happend?,NOT_SPAM
SPAM,We currently have a message awaiting your collection. To collect your message just call 08718723815.,2946,We currently have a message awaiting your collection. To collect your message just call 08718723815.,SPAM
NOT_SPAM,"Hey babe, sorry i did not get sooner. Gary can come and fix it cause he thinks he knows what it is but he does not go as far a Ptbo and he says it will cost bucks. I do not know if it might be cheaper to find someone there ? We do not have any second hand machines at all right now, let me know what you want to do babe",2947,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",NOT_SPAM
NOT_SPAM,make that 3! 4 fucks sake?! x,2948,make that 3! 4 fucks sake?! x,NOT_SPAM
NOT_SPAM,Leave it. U will always be ignorant.,2949,Leave it. U will always be ignorant.,NOT_SPAM
NOT_SPAM,Nope but i will b going 2 sch on fri quite early lor cos mys sis got paper in da morn,2950,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),NOT_SPAM
NOT_SPAM,at bruce b downs fletcher now,2951,at bruce b downs &amp; fletcher now,NOT_SPAM
NOT_SPAM,Where are you ? You said you would be here when I woke ...,2952,Where are you ? You said you would be here when I woke ... :-(,NOT_SPAM
NOT_SPAM,Hey now am free you can call me.,2953,Hey now am free you can call me.,NOT_SPAM
NOT_SPAM,Tell me whos this pls,2954,Tell me whos this pls:-),NOT_SPAM
SPAM,"URGENT! Your mobile was awarded a 1,500 Bonus Caller Prize on 27 6 03. Our final attempt 2 contact U! Call 08714714011",2955,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",SPAM
NOT_SPAM,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",2956,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",NOT_SPAM
NOT_SPAM,Id have to check but there is only like 1 bowls worth left,2957,Id have to check but there's only like 1 bowls worth left,NOT_SPAM
NOT_SPAM,Yes there were many sweets,2958,Yes there were many sweets,NOT_SPAM
NOT_SPAM,I would but I am still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,2959,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,NOT_SPAM
SPAM,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,2960,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,SPAM
NOT_SPAM,Buzzzz! grins Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,2961,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,NOT_SPAM
NOT_SPAM,Sir send to group mail check it.,2962,Sir send to group mail check it.,NOT_SPAM
NOT_SPAM,I am doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,2963,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,NOT_SPAM
NOT_SPAM,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,2964,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,NOT_SPAM
NOT_SPAM,You dont know you jabo me abi.,2965,You dont know you jabo me abi.,NOT_SPAM
SPAM,"Do you ever notice that when you are driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",2966,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",SPAM
NOT_SPAM,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,2967,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,NOT_SPAM
NOT_SPAM,"Are you being good, baby?",2968,"Are you being good, baby? :)",NOT_SPAM
NOT_SPAM,NEFT Transaction with reference number for Rs. DECIMAL has been credited to the beneficiary account on at TIME,2969,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,NOT_SPAM
NOT_SPAM,"Mostly sports type..lyk footbl,crckt..",2970,"Mostly sports type..lyk footbl,crckt..",NOT_SPAM
